group,group_skus.0,options.0,options.1,name,fields.description,sku,mpn,upc,pricing_item.price.amount,pricing_item.msrp.amount,fields.package_height.value,fields.package_width.value,fields.package_length.value,fields.weight.value,fields.package_weight.value,fields.abn_size,fields.target_color,fields.garment_length,fields.closure_type,fields.size_grouping,fields.pattern,fields.pattern_group,fields.color,fields.size,fields.brand,fields.material,fields.bullet_1,fields.bullet_2,fields.bullet_3,fields.bullet_4,fields.bullet_5,fields.material_percentage,fields.material_percentage_2,fields.material_2,fields.material_percentage_3,fields.material_3,fields.fabric_weight_type,fields.garment_fit,fields.garment_collar_type,fields.garment_construction_details,fields.garment_hem_type,fields.garment_neckline_type,fields.garment_sleeve_length_type,fields.garment_torso_length,fields.gender,fields.textile_dry_recommendation,fields.textile_wash_recommendation,fields.subtype,fields.garment_inseam_measurement,fields.garment_leg_length_type,fields.bullet_6,fields.garment_rise,fields.garment_waist_closure,fields.upf_rating,fields.garment_protection_and_safety,fields.targeted_audience,fields.garment_closure_type_tops,fields.apparel_material_1,fields.apparel_material_1_percentage,fields.apparel_material_2,fields.apparel_material_2_percentage,fields.garment_back_type,fields.garment_sleeve_style,fields.fabric_treatment,fields.garment_cuff_type,fields.package_quantity,fields.top_style,fields.bullet_7,fields.bullet_8,fields.sport_age_category,fields.sport_used_for,fields.license_personality,fields.license_property,fields.textile_construction,fields.apparel_material_3,fields.apparel_material_3_percentage,fields.garment_waist_closure_type,images.default.main.url,images.default.1.alternate.url,images.default.2.alternate.url,images.default.3.alternate.url,images.default.4.alternate.url,images.default.5.alternate.url,images.default.6.alternate.url
variant,variant-91,,,"Vapor Apparel Men's Oasis Technical Hoodie, Olive Branch, Large",Lightweight layers are the key to staying comfortable outside. Grab this men's hoodie to wear on its own or layered with a Men's Oasis Long Sleeve Shirt.,VA-TP10002OLBL,,196059501404,70,70,1,8,12,,1.13,Large,Green,,Pullover,Mens,Solid,Solid,Olive Branch,Large,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage","Hidden thumbholes, funnel hood, and arm hole gussets for ease of movement","Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Relaxed Fit,,Thumbholes,Plain Hem,Hooded,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic Pullovers,,,,,,,,Adult (18 Years and Up),Pullover,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/2/29cdef901114e25366b2fba5cc2a92f1.jpg, https://images.acenda-static.com/vaporapparel/product/original/9/952c4a86456693429a7bef08b8d3a92e.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/e52011818d8cc41f01d5af66ce42eb39.jpg, https://images.acenda-static.com/vaporapparel/product/original/9/9ab73f39e10ffed06cfe941f43ceb4ee.jpg, https://images.acenda-static.com/vaporapparel/product/original/4/40819cf936548fde33980a2a1a268f8f.jpg,,
variant,variant-91,,,"Vapor Apparel Men's Oasis Technical Hoodie, Squid Ink, Large",Lightweight layers are the key to staying comfortable outside. Grab this men's hoodie to wear on its own or layered with a Men's Oasis Long Sleeve Shirt.,VA-TP10002SQUL,,196059501503,70,70,1,8,12,,1.13,Large,Black,,Pullover,Mens,Solid,Solid,Squid Ink,Large,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage","Hidden thumbholes, funnel hood, and arm hole gussets for ease of movement","Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Relaxed Fit,,Thumbholes,Plain Hem,Hooded,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic Pullovers,,,,,,,,Adult (18 Years and Up),Pullover,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/1/e773f898512928a2e5db596849b753b3.jpg, https://images.acenda-static.com/vaporapparel/product/original/3/3f06b61e5676fc846c97d9eaa0f26241.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/f8171540656ecf8dee45aab7b77aad2c.jpg, https://images.acenda-static.com/vaporapparel/product/original/6/6f6df7f0995cd85707a061918700c2a3.jpg,,,
variant,variant-91,,,"Vapor Apparel Men's Oasis Technical Hoodie, Pollen, X Large",Lightweight layers are the key to staying comfortable outside. Grab this men's hoodie to wear on its own or layered with a Men's Oasis Long Sleeve Shirt.,VA-TP10002POLXL,,196059501466,70,70,1,8,12,,1.13,X Large,Yellow,,Pullover,Mens,Solid,Solid,Pollen,X Large,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage","Hidden thumbholes, funnel hood, and arm hole gussets for ease of movement","Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Relaxed Fit,,Thumbholes,Plain Hem,Hooded,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic Pullovers,,,,,,,,Adult (18 Years and Up),Pullover,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/5/5c4905a111c3b8a996de18db522fe2a4.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/bd1d346e9ea4cb4fd69402601a65be0a.jpg, https://images.acenda-static.com/vaporapparel/product/original/8/8defc6db5ddb18713ac16bb02bc2512a.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/b45e543d9f5d33e293b6e03ae04627b5.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/d4f6fe6bf84d3522e3fa14c25bf596a8.jpg,,
variant,variant-91,,,"Vapor Apparel Men's Oasis Technical Hoodie, Olive Branch, X Large",Lightweight layers are the key to staying comfortable outside. Grab this men's hoodie to wear on its own or layered with a Men's Oasis Long Sleeve Shirt.,VA-TP10002OLBXL,,196059501411,70,70,1,8,12,,1.13,X Large,Green,,Pullover,Mens,Solid,Solid,Olive Branch,X Large,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage","Hidden thumbholes, funnel hood, and arm hole gussets for ease of movement","Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Relaxed Fit,,Thumbholes,Plain Hem,Hooded,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic Pullovers,,,,,,,,Adult (18 Years and Up),Pullover,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/2/29cdef901114e25366b2fba5cc2a92f1.jpg, https://images.acenda-static.com/vaporapparel/product/original/9/952c4a86456693429a7bef08b8d3a92e.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/e52011818d8cc41f01d5af66ce42eb39.jpg, https://images.acenda-static.com/vaporapparel/product/original/9/9ab73f39e10ffed06cfe941f43ceb4ee.jpg, https://images.acenda-static.com/vaporapparel/product/original/4/40819cf936548fde33980a2a1a268f8f.jpg,,
variant,variant-91,,,"Vapor Apparel Men's Oasis Technical Hoodie, Squid Ink, X Large",Lightweight layers are the key to staying comfortable outside. Grab this men's hoodie to wear on its own or layered with a Men's Oasis Long Sleeve Shirt.,VA-TP10002SQUXL,,196059501510,70,70,1,8,12,,1.13,X Large,Black,,Pullover,Mens,Solid,Solid,Squid Ink,X Large,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage","Hidden thumbholes, funnel hood, and arm hole gussets for ease of movement","Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Relaxed Fit,,Thumbholes,Plain Hem,Hooded,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic Pullovers,,,,,,,,Adult (18 Years and Up),Pullover,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/1/e773f898512928a2e5db596849b753b3.jpg, https://images.acenda-static.com/vaporapparel/product/original/3/3f06b61e5676fc846c97d9eaa0f26241.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/f8171540656ecf8dee45aab7b77aad2c.jpg, https://images.acenda-static.com/vaporapparel/product/original/6/6f6df7f0995cd85707a061918700c2a3.jpg,,,
product,,size,color,Vapor Apparel Men's Oasis Technical Quarter-Zip,"Lightweight layers are the key to staying comfortable outside. This wear-everywhere, take-everywhere men's quarter-zip pullover will be an essential part of your outdoor gear, the perfect shirt for golf, hiking, epic adventures, and everyday wear. Great on its own or layered over a Men's Oasis Long Sleeve shirt for added warmth.",variant-96,,,,,,,,,,,,,Front Quarter Length Zipper,Mens,Solid,Solid,,,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage",Hidden thumbholes and arm hole gussets for ease of movement,"Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Athletic Fit,,Thumbholes,Plain Hem,Stand Up Collar,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic Pullovers,,,,,,,,Adult (18 Years and Up),Front Quarter Length Zipper,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/1/bf31a24547b5cb5b5260361f07eb9c64.jpg, https://images.acenda-static.com/vaporapparel/product/original/6/6a2db4b10d0a12ac00a1fd63115daeaf.jpg, https://images.acenda-static.com/vaporapparel/product/original/7/755b7d27ca7667a7c44ec2732566fdc6.jpg, https://images.acenda-static.com/vaporapparel/product/original/5/57d4c66535893e6fbc93dad1c2e1ce5c.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/1b229644a4ae038643fd808d6a300b04.jpg,,
variant,variant-96,,,"Vapor Apparel Men's Oasis Technical Quarter-Zip, Red Rocks, Small","This wear-everywhere, take-everywhere mens quarter-zip pullover will be an essential part of your outdoor gear. Perfect on its own or over a Mens Oasis Long Sleeve.",VA-TP10003RRSS,,196059501534,75,75,1,8,12,,0.97,Small,Red,,Front Quarter Length Zipper,Mens,Solid,Solid,Red Rocks,Small,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage",Hidden thumbholes and arm hole gussets for ease of movement,"Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Athletic Fit,,Thumbholes,Plain Hem,Stand Up Collar,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic Pullovers,,,,,,,,Adult (18 Years and Up),Front Quarter Length Zipper,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/1/bf31a24547b5cb5b5260361f07eb9c64.jpg, https://images.acenda-static.com/vaporapparel/product/original/6/6a2db4b10d0a12ac00a1fd63115daeaf.jpg, https://images.acenda-static.com/vaporapparel/product/original/7/755b7d27ca7667a7c44ec2732566fdc6.jpg, https://images.acenda-static.com/vaporapparel/product/original/5/57d4c66535893e6fbc93dad1c2e1ce5c.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/1b229644a4ae038643fd808d6a300b04.jpg,,
variant,variant-96,,,"Vapor Apparel Men's Oasis Technical Quarter-Zip, Squid Ink, Small","This wear-everywhere, take-everywhere mens quarter-zip pullover will be an essential part of your outdoor gear. Perfect on its own or over a Mens Oasis Long Sleeve.",VA-TP10003SQUS,,196059501589,75,75,1,8,12,,0.97,Small,Black,,Front Quarter Length Zipper,Mens,Solid,Solid,Squid Ink,Small,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage",Hidden thumbholes and arm hole gussets for ease of movement,"Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Athletic Fit,,Thumbholes,Plain Hem,Stand Up Collar,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic Pullovers,,,,,,,,Adult (18 Years and Up),Front Quarter Length Zipper,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/1/b64d646aa5cfccb00df8244cf59a1058.jpg, https://images.acenda-static.com/vaporapparel/product/original/6/6e96088366f36cc07e7fc38264611847.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/c8da7962a53b2382d2921065284f85c3.jpg, https://images.acenda-static.com/vaporapparel/product/original/3/390e25660dfe75c67daa664ee2a0a9b0.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/ad958da303b1f720082a60dc3b33a9da.jpg,,
variant,variant-96,,,"Vapor Apparel Men's Oasis Technical Quarter-Zip, Slate, Small","This wear-everywhere, take-everywhere mens quarter-zip pullover will be an essential part of your outdoor gear. Perfect on its own or over a Mens Oasis Long Sleeve.",VA-TP10003SLAS,,196059290728,75,75,1,8,12,,0.97,Small,Blue,,Front Quarter Length Zipper,Mens,Solid,Solid,Slate,Small,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage",Hidden thumbholes and arm hole gussets for ease of movement,"Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Athletic Fit,,Thumbholes,Plain Hem,Stand Up Collar,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic Pullovers,,,,,,,,Adult (18 Years and Up),Front Quarter Length Zipper,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/1/0014d84619950cfe9bc8fcdcfc582b35.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/1fdf7458d845164c14bfb690beb382c2.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/f5acd50cd3c6de7649aa75e64a09af75.jpg,,,,
variant,variant-96,,,"Vapor Apparel Men's Oasis Technical Quarter-Zip, Olive Branch, Small","This wear-everywhere, take-everywhere mens quarter-zip pullover will be an essential part of your outdoor gear. Perfect on its own or over a Mens Oasis Long Sleeve.",VA-TP10003OLBS,,196059290643,75,75,1,8,12,,0.97,Small,Green,,Front Quarter Length Zipper,Mens,Solid,Solid,Olive Branch,Small,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage",Hidden thumbholes and arm hole gussets for ease of movement,"Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Athletic Fit,,Thumbholes,Plain Hem,Stand Up Collar,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic Pullovers,,,,,,,,Adult (18 Years and Up),Front Quarter Length Zipper,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/9/99d3fd7eb80433a1a7e72a34341a8aba.jpg, https://images.acenda-static.com/vaporapparel/product/original/8/8cf119f871e9841d7cdc7ee0db3d808e.jpg, https://images.acenda-static.com/vaporapparel/product/original/8/8ebf73ce4856683a5fdc30117148c580.jpg,,,,
variant,variant-96,,,"Vapor Apparel Men's Oasis Technical Quarter-Zip, Red Rocks, Medium","This wear-everywhere, take-everywhere mens quarter-zip pullover will be an essential part of your outdoor gear. Perfect on its own or over a Mens Oasis Long Sleeve.",VA-TP10003RRSM,,196059501541,75,75,1,8,12,,0.97,Medium,Red,,Front Quarter Length Zipper,Mens,Solid,Solid,Red Rocks,Medium,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage",Hidden thumbholes and arm hole gussets for ease of movement,"Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Athletic Fit,,Thumbholes,Plain Hem,Stand Up Collar,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic Pullovers,,,,,,,,Adult (18 Years and Up),Front Quarter Length Zipper,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/1/bf31a24547b5cb5b5260361f07eb9c64.jpg, https://images.acenda-static.com/vaporapparel/product/original/6/6a2db4b10d0a12ac00a1fd63115daeaf.jpg, https://images.acenda-static.com/vaporapparel/product/original/7/755b7d27ca7667a7c44ec2732566fdc6.jpg, https://images.acenda-static.com/vaporapparel/product/original/5/57d4c66535893e6fbc93dad1c2e1ce5c.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/1b229644a4ae038643fd808d6a300b04.jpg,,
variant,variant-96,,,"Vapor Apparel Men's Oasis Technical Quarter-Zip, Squid Ink, Medium","This wear-everywhere, take-everywhere mens quarter-zip pullover will be an essential part of your outdoor gear. Perfect on its own or over a Mens Oasis Long Sleeve.",VA-TP10003SQUM,,196059501596,75,75,1,8,12,,0.97,Medium,Black,,Front Quarter Length Zipper,Mens,Solid,Solid,Squid Ink,Medium,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage",Hidden thumbholes and arm hole gussets for ease of movement,"Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Athletic Fit,,Thumbholes,Plain Hem,Stand Up Collar,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic Pullovers,,,,,,,,Adult (18 Years and Up),Front Quarter Length Zipper,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/1/b64d646aa5cfccb00df8244cf59a1058.jpg, https://images.acenda-static.com/vaporapparel/product/original/6/6e96088366f36cc07e7fc38264611847.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/c8da7962a53b2382d2921065284f85c3.jpg, https://images.acenda-static.com/vaporapparel/product/original/3/390e25660dfe75c67daa664ee2a0a9b0.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/ad958da303b1f720082a60dc3b33a9da.jpg,,
variant,variant-96,,,"Vapor Apparel Men's Oasis Technical Quarter-Zip, Slate, Medium","This wear-everywhere, take-everywhere mens quarter-zip pullover will be an essential part of your outdoor gear. Perfect on its own or over a Mens Oasis Long Sleeve.",VA-TP10003SLAM,,196059290735,75,75,1,8,12,,0.97,Medium,Blue,,Front Quarter Length Zipper,Mens,Solid,Solid,Slate,Medium,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage",Hidden thumbholes and arm hole gussets for ease of movement,"Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Athletic Fit,,Thumbholes,Plain Hem,Stand Up Collar,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic Pullovers,,,,,,,,Adult (18 Years and Up),Front Quarter Length Zipper,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/1/0014d84619950cfe9bc8fcdcfc582b35.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/1fdf7458d845164c14bfb690beb382c2.jpg, https://images.acenda-static.com/vaporapparel/product/original/1/f5acd50cd3c6de7649aa75e64a09af75.jpg,,,,
variant,variant-96,,,"Vapor Apparel Men's Oasis Technical Quarter-Zip, Olive Branch, Medium","This wear-everywhere, take-everywhere mens quarter-zip pullover will be an essential part of your outdoor gear. Perfect on its own or over a Mens Oasis Long Sleeve.",VA-TP10003OLBM,,196059290650,75,75,1,8,12,,0.97,Medium,Green,,Front Quarter Length Zipper,Mens,Solid,Solid,Olive Branch,Medium,Vapor Apparel,Polyester,"Moisture-wicking, quick-drying, durable, four-way stretch fabric for maximum coverage",Hidden thumbholes and arm hole gussets for ease of movement,"Built-in, all-day UPF 50+ sun protection on covered areas",Designed to be worn alone or layered,"Machine wash cold, with like colors. Do not bleach. Tumble dry, low",,,,,,Lightweight Fabric,Athletic Fit,,Thumbholes,Plain Hem,Stand Up Collar,Long Sleeve,At Hip,Male,Tumble Dry,Machine Wash,Athletic Pullovers,,,,,,,,Adult (18 Years and Up),Front Quarter Length Zipper,Polyester,80,Spandex,20,,,UV Protection Treatment,,,,,,,,,,Flat,,,,https://images.acenda-static.com/vaporapparel/product/original/9/99d3fd7eb80433a1a7e72a34341a8aba.jpg, https://images.acenda-static.com/vaporapparel/product/original/8/8cf119f871e9841d7cdc7ee0db3d808e.jpg, https://images.acenda-static.com/vaporapparel/product/original/8/8ebf73ce4856683a5fdc30117148c580.jpg,,,,
